method,global_rmse,idle_rmse,busy_rmse,idle_fp,idle_mean,n_idle,n_busy,Q,R
Kalman(RW lead1),3.427713194209923,2.505157116843638,9.259765039017383,0.0015475085112968121,0.2686732045024897,3231,239,50.0,200.0
