method,global_rmse,idle_rmse,busy_rmse,idle_fp,idle_mean,n_idle,n_busy,tau,alpha
"ST-GNN(lead1 ensemble, softplus posthoc)",15.88664803611923,15.295571646725632,22.395359140372207,0.008047044258743422,6.874406908667585,3231,239,,
"ST-GNN(lead1 SOFT+SCALE; tau=38.856, alpha=1.783)",16.06374443276201,13.506374249307779,35.78213539343024,0.006809037449705973,1.0648841636916324,3231,239,38.856,1.783
