timestamp,rtt_ms
2026-02-11 08:13:23.610822400+00:00,31.8
2026-02-11 08:13:23.810822400+00:00,37.4
2026-02-11 08:13:24.010822656+00:00,31.9
2026-02-11 08:13:24.210822400+00:00,28.6
2026-02-11 08:13:24.410822400+00:00,33.5
2026-02-11 08:13:24.610822400+00:00,35.6
2026-02-11 08:13:24.810822400+00:00,26.9
2026-02-11 08:13:25.010822656+00:00,27.8
2026-02-11 08:13:25.210822400+00:00,41.5
2026-02-11 08:13:25.410822400+00:00,31.5
2026-02-11 08:13:25.610822400+00:00,29.0
2026-02-11 08:13:25.810822400+00:00,28.0
2026-02-11 08:13:26.010822656+00:00,32.7
2026-02-11 08:13:26.210822400+00:00,34.2
2026-02-11 08:13:26.410822400+00:00,33.0
2026-02-11 08:13:26.610822400+00:00,40.0
2026-02-11 08:13:26.810822400+00:00,28.7
2026-02-11 08:13:27.010822656+00:00,37.5
2026-02-11 08:13:27.210822400+00:00,29.6
2026-02-11 08:13:27.410822400+00:00,28.9
2026-02-11 08:13:27.610822400+00:00,33.5
2026-02-11 08:13:27.810822400+00:00,33.5
2026-02-11 08:13:28.010822656+00:00,33.4
2026-02-11 08:13:28.210822400+00:00,33.1
2026-02-11 08:13:28.410822400+00:00,34.1
2026-02-11 08:13:28.610822400+00:00,29.3
2026-02-11 08:13:28.810822400+00:00,34.1
2026-02-11 08:13:29.010822656+00:00,31.3
2026-02-11 08:13:29.210822400+00:00,29.4
2026-02-11 08:13:29.410822400+00:00,28.5
2026-02-11 08:13:29.610822400+00:00,42.8
2026-02-11 08:13:29.810822400+00:00,41.8
2026-02-11 08:13:30.010822656+00:00,33.3
2026-02-11 08:13:30.210822400+00:00,28.5
2026-02-11 08:13:30.410822400+00:00,37.6
2026-02-11 08:13:30.610822400+00:00,38.8
2026-02-11 08:13:30.810822400+00:00,29.2
2026-02-11 08:13:31.010822656+00:00,27.2
2026-02-11 08:13:31.210822400+00:00,27.6
2026-02-11 08:13:31.410822400+00:00,35.8
2026-02-11 08:13:31.610822400+00:00,31.5
2026-02-11 08:13:31.810822400+00:00,35.2
2026-02-11 08:13:32.010822656+00:00,29.2
2026-02-11 08:13:32.210822400+00:00,27.6
2026-02-11 08:13:32.410822400+00:00,27.0
2026-02-11 08:13:32.610822400+00:00,28.7
2026-02-11 08:13:32.810822400+00:00,34.2
2026-02-11 08:13:33.010822656+00:00,28.7
2026-02-11 08:13:33.210822400+00:00,44.4
2026-02-11 08:13:33.410822400+00:00,33.8
2026-02-11 08:13:33.610822400+00:00,28.3
2026-02-11 08:13:33.810822400+00:00,34.4
2026-02-11 08:13:34.010822656+00:00,35.4
2026-02-11 08:13:34.210822400+00:00,33.9
2026-02-11 08:13:34.410822400+00:00,33.1
2026-02-11 08:13:34.610822400+00:00,26.0
2026-02-11 08:13:34.810822400+00:00,36.5
2026-02-11 08:13:35.010822656+00:00,36.2
2026-02-11 08:13:35.210822400+00:00,30.1
2026-02-11 08:13:35.410822400+00:00,29.1
2026-02-11 08:13:35.610822400+00:00,27.7
2026-02-11 08:13:35.810822400+00:00,34.2
2026-02-11 08:13:36.010822656+00:00,94.1
2026-02-11 08:13:36.210822400+00:00,46.4
2026-02-11 08:13:36.410822400+00:00,29.6
2026-02-11 08:13:36.610822400+00:00,39.9
2026-02-11 08:13:36.810822400+00:00,32.3
2026-02-11 08:13:37.010822656+00:00,54.1
2026-02-11 08:13:37.210822400+00:00,35.7
2026-02-11 08:13:37.410822400+00:00,42.1
2026-02-11 08:13:37.610822400+00:00,45.0
2026-02-11 08:13:37.810822400+00:00,44.9
2026-02-11 08:13:38.010822656+00:00,31.4
2026-02-11 08:13:38.210822400+00:00,34.0
2026-02-11 08:13:38.410822400+00:00,48.9
2026-02-11 08:13:38.610822400+00:00,34.2
2026-02-11 08:13:38.810822400+00:00,36.2
2026-02-11 08:13:39.010822656+00:00,42.3
2026-02-11 08:13:39.210822400+00:00,46.7
2026-02-11 08:13:39.410822400+00:00,37.6
2026-02-11 08:13:39.610822400+00:00,42.7
2026-02-11 08:13:39.810822400+00:00,27.4
2026-02-11 08:13:40.010822656+00:00,27.5
2026-02-11 08:13:40.210822400+00:00,35.3
2026-02-11 08:13:40.410822400+00:00,36.8
2026-02-11 08:13:40.610822400+00:00,27.9
2026-02-11 08:13:40.810822400+00:00,28.2
2026-02-11 08:13:41.010822656+00:00,28.0
2026-02-11 08:13:41.210822400+00:00,36.8
2026-02-11 08:13:41.410822400+00:00,26.4
2026-02-11 08:13:41.610822400+00:00,54.0
2026-02-11 08:13:41.810822400+00:00,47.2
2026-02-11 08:13:42.010822656+00:00,44.8
2026-02-11 08:13:42.210822400+00:00,45.5
2026-02-11 08:13:42.410822400+00:00,51.3
2026-02-11 08:13:42.610822400+00:00,31.9
2026-02-11 08:13:42.810822400+00:00,30.7
2026-02-11 08:13:43.010822656+00:00,31.6
2026-02-11 08:13:43.210822400+00:00,31.8
2026-02-11 08:13:43.410822400+00:00,39.7
2026-02-11 08:13:43.610822400+00:00,33.6
2026-02-11 08:13:43.810822400+00:00,26.9
2026-02-11 08:13:44.010822656+00:00,63.8
2026-02-11 08:13:44.210822400+00:00,36.5
2026-02-11 08:13:44.410822400+00:00,27.7
2026-02-11 08:13:44.610822400+00:00,27.5
2026-02-11 08:13:44.810822400+00:00,36.2
2026-02-11 08:13:45.010822656+00:00,57.5
2026-02-11 08:13:45.210822400+00:00,48.0
2026-02-11 08:13:45.410822400+00:00,51.4
2026-02-11 08:13:45.610822400+00:00,38.6
2026-02-11 08:13:45.810822400+00:00,32.0
2026-02-11 08:13:46.010822656+00:00,37.5
2026-02-11 08:13:46.210822400+00:00,37.5
2026-02-11 08:13:46.410822400+00:00,26.3
2026-02-11 08:13:46.610822400+00:00,39.5
2026-02-11 08:13:46.810822400+00:00,26.5
2026-02-11 08:13:47.010822656+00:00,32.2
2026-02-11 08:13:47.210822400+00:00,30.5
2026-02-11 08:13:47.410822400+00:00,28.5
2026-02-11 08:13:47.610822400+00:00,34.9
2026-02-11 08:13:47.810822400+00:00,33.8
2026-02-11 08:13:48.010822656+00:00,28.3
2026-02-11 08:13:48.210822400+00:00,32.5
2026-02-11 08:13:48.410822400+00:00,45.1
2026-02-11 08:13:48.610822400+00:00,44.5
2026-02-11 08:13:48.810822400+00:00,33.7
2026-02-11 08:13:49.010822656+00:00,46.4
