model,horizon,rmse_rtt_ms,rmse_qdelay_ms
baseline_zero,5,1804.5873035078919,1785.5141717615197
baseline_persistence,5,294.4185717105926,294.4185717105926
rtt_graph_rtt_graph_seed123,5,294.4185717105926,294.4185717105926
rtt_graph_rtt_graph_seed42,5,294.4185717105926,294.4185717105926
rtt_graph_rtt_graph_seed999,5,294.4185717105926,294.4185717105926
rtt_graph_ensemble,5,294.4185717105926,294.4185717105926
rtt_graph_ensemble_w,5,294.4185717105926,294.4185717105926
