method,global_RMSE,idle_RMSE,busy_RMSE,idle_FP_rate,idle_mean_pred,n_idle,n_busy
Zero,105.07077248996706,0.9984781607374226,393.79035192579477,0.0,0.0,1644,126
Copy sensor_backlog,2.831233919539541e-07,2.937727301104635e-07,0.0,0.0,0.04805357322785686,1644,126
AR1_next feature,7.065553836560056,0.1389600003042766,26.4770467912711,0.0,0.02761048818156667,1644,126
