method,global_RMSE,idle_RMSE,busy_RMSE,idle_FP_rate,idle_mean_pred,n_idle,n_busy
Zero,94.69015419358456,1.20097346471189,387.32023405662324,0.0,0.0,3902,248
Copy sensor_backlog,0.026886642909413318,0.027727901004323912,3.3564860921025074e-06,0.0,0.05868785238339313,3902,248
AR1_next feature,4.304681329331579,0.11097614826513297,17.603680391818628,0.0,0.04356550253824599,3902,248
