method,global_RMSE,idle_RMSE,busy_RMSE,idle_FP_rate,idle_mean_pred,n_idle,n_busy
Zero,94.69015419358456,0.14774455669108036,381.2487192601439,0.0,0.0,3894,256
Persistence (y[t-1]),47.20642441473508,34.33947865876427,134.8646456868886,0.00847457627118644,2.968926553672316,3894,256
AR(1) fit on train,44.9325766328933,33.194367195654785,126.36628279262244,0.04160246533127889,3.826775490018269,3894,256
"Ridge (alpha=0.01, excl=ar1_next,sensor_backlog)",37.609191532484495,31.37309936518146,89.2070133155377,0.009758602978941962,2.7383355907620373,3894,256
