model,rmse_rtt_ms,rmse_qdelay_ms
baseline_zero,1853.0414839477182,1844.2499556306043
baseline_persistence,813.6749420633615,813.6749420633615
rtt_graph_seed42,811.7851935438233,811.7851935438233
rtt_graph_seed123,816.3517753323267,816.3517753323267
rtt_graph_seed999,818.0312879983029,818.0312879983029
rtt_graph_ensemble,815.0384615864688,815.0384615864689
