mode,target,rmse_global,rmse_nonSensor,queue_global_rmse,queue_idle_rmse,queue_busy_rmse,queue_idle_fp,queue_idle_mean,thr_global_rmse,thr_idle_rmse,thr_busy_rmse,thr_idle_fp,thr_idle_mean,delay_global_rmse,delay_idle_rmse,delay_busy_rmse,delay_idle_fp,delay_idle_mean
lead1,queue_pkts,3.689436891568259,0.0,3.689436891568259,1.6722881474254536,13.025462436821963,0.00039603960396039607,0.06720889359712601,,,,,,,,,,
lead1,throughput_Mbps,0.21153580392373997,0.005096719420527168,,,,,,0.21153580392373997,0.1806444005009885,0.28230808534512486,0.18753117206982545,0.041787758469581604,,,,,
lead1,utilization,0.07830397359215398,0.000440337742218678,,,,,,,,,,,,,,,
lead1,qdelay_ms,86.61229473227733,78.03728781064274,,,,,,,,,,,86.61229473227733,75.26280558921347,89.84692585799799,1.0,39.7370719909668
