PING 10.0.0.10 (10.0.0.10) 56(84) bytes of data.
64 bytes from 10.0.0.10: icmp_seq=1 ttl=64 time=23.3 ms
64 bytes from 10.0.0.10: icmp_seq=2 ttl=64 time=19.9 ms
64 bytes from 10.0.0.10: icmp_seq=3 ttl=64 time=29.2 ms
64 bytes from 10.0.0.10: icmp_seq=4 ttl=64 time=20.8 ms
64 bytes from 10.0.0.10: icmp_seq=5 ttl=64 time=21.1 ms
64 bytes from 10.0.0.10: icmp_seq=6 ttl=64 time=28.4 ms
64 bytes from 10.0.0.10: icmp_seq=7 ttl=64 time=20.9 ms
64 bytes from 10.0.0.10: icmp_seq=8 ttl=64 time=23.7 ms
64 bytes from 10.0.0.10: icmp_seq=9 ttl=64 time=25.3 ms
64 bytes from 10.0.0.10: icmp_seq=10 ttl=64 time=23.6 ms
64 bytes from 10.0.0.10: icmp_seq=11 ttl=64 time=20.7 ms
64 bytes from 10.0.0.10: icmp_seq=12 ttl=64 time=20.5 ms
64 bytes from 10.0.0.10: icmp_seq=13 ttl=64 time=35.7 ms
64 bytes from 10.0.0.10: icmp_seq=14 ttl=64 time=20.4 ms
64 bytes from 10.0.0.10: icmp_seq=15 ttl=64 time=24.0 ms
64 bytes from 10.0.0.10: icmp_seq=16 ttl=64 time=26.2 ms
64 bytes from 10.0.0.10: icmp_seq=17 ttl=64 time=23.4 ms
64 bytes from 10.0.0.10: icmp_seq=18 ttl=64 time=22.6 ms
64 bytes from 10.0.0.10: icmp_seq=19 ttl=64 time=22.9 ms
64 bytes from 10.0.0.10: icmp_seq=20 ttl=64 time=23.9 ms
64 bytes from 10.0.0.10: icmp_seq=21 ttl=64 time=22.0 ms
64 bytes from 10.0.0.10: icmp_seq=22 ttl=64 time=20.5 ms
64 bytes from 10.0.0.10: icmp_seq=23 ttl=64 time=22.8 ms
64 bytes from 10.0.0.10: icmp_seq=24 ttl=64 time=20.4 ms
64 bytes from 10.0.0.10: icmp_seq=25 ttl=64 time=20.4 ms
