PING 10.0.0.14 (10.0.0.14) 56(84) bytes of data.
64 bytes from 10.0.0.14: icmp_seq=1 ttl=64 time=31.8 ms
64 bytes from 10.0.0.14: icmp_seq=2 ttl=64 time=37.4 ms
64 bytes from 10.0.0.14: icmp_seq=3 ttl=64 time=31.9 ms
64 bytes from 10.0.0.14: icmp_seq=4 ttl=64 time=28.6 ms
64 bytes from 10.0.0.14: icmp_seq=5 ttl=64 time=33.5 ms
64 bytes from 10.0.0.14: icmp_seq=6 ttl=64 time=35.6 ms
64 bytes from 10.0.0.14: icmp_seq=7 ttl=64 time=26.9 ms
64 bytes from 10.0.0.14: icmp_seq=8 ttl=64 time=27.8 ms
64 bytes from 10.0.0.14: icmp_seq=9 ttl=64 time=41.5 ms
64 bytes from 10.0.0.14: icmp_seq=10 ttl=64 time=31.5 ms
64 bytes from 10.0.0.14: icmp_seq=11 ttl=64 time=29.0 ms
64 bytes from 10.0.0.14: icmp_seq=12 ttl=64 time=28.0 ms
64 bytes from 10.0.0.14: icmp_seq=13 ttl=64 time=32.7 ms
64 bytes from 10.0.0.14: icmp_seq=14 ttl=64 time=34.2 ms
64 bytes from 10.0.0.14: icmp_seq=15 ttl=64 time=33.0 ms
64 bytes from 10.0.0.14: icmp_seq=16 ttl=64 time=40.0 ms
64 bytes from 10.0.0.14: icmp_seq=17 ttl=64 time=28.7 ms
64 bytes from 10.0.0.14: icmp_seq=18 ttl=64 time=37.5 ms
64 bytes from 10.0.0.14: icmp_seq=19 ttl=64 time=29.6 ms
64 bytes from 10.0.0.14: icmp_seq=20 ttl=64 time=28.9 ms
64 bytes from 10.0.0.14: icmp_seq=21 ttl=64 time=33.5 ms
64 bytes from 10.0.0.14: icmp_seq=22 ttl=64 time=33.5 ms
64 bytes from 10.0.0.14: icmp_seq=23 ttl=64 time=33.4 ms
64 bytes from 10.0.0.14: icmp_seq=24 ttl=64 time=33.1 ms
64 bytes from 10.0.0.14: icmp_seq=25 ttl=64 time=34.1 ms
64 bytes from 10.0.0.14: icmp_seq=26 ttl=64 time=29.3 ms
64 bytes from 10.0.0.14: icmp_seq=27 ttl=64 time=34.1 ms
64 bytes from 10.0.0.14: icmp_seq=28 ttl=64 time=31.3 ms
64 bytes from 10.0.0.14: icmp_seq=29 ttl=64 time=29.4 ms
64 bytes from 10.0.0.14: icmp_seq=30 ttl=64 time=28.5 ms
64 bytes from 10.0.0.14: icmp_seq=31 ttl=64 time=42.8 ms
64 bytes from 10.0.0.14: icmp_seq=32 ttl=64 time=41.8 ms
64 bytes from 10.0.0.14: icmp_seq=33 ttl=64 time=33.3 ms
64 bytes from 10.0.0.14: icmp_seq=34 ttl=64 time=28.5 ms
64 bytes from 10.0.0.14: icmp_seq=35 ttl=64 time=37.6 ms
64 bytes from 10.0.0.14: icmp_seq=36 ttl=64 time=38.8 ms
64 bytes from 10.0.0.14: icmp_seq=37 ttl=64 time=29.2 ms
64 bytes from 10.0.0.14: icmp_seq=38 ttl=64 time=27.2 ms
64 bytes from 10.0.0.14: icmp_seq=39 ttl=64 time=27.6 ms
64 bytes from 10.0.0.14: icmp_seq=40 ttl=64 time=35.8 ms
64 bytes from 10.0.0.14: icmp_seq=41 ttl=64 time=31.5 ms
64 bytes from 10.0.0.14: icmp_seq=42 ttl=64 time=35.2 ms
64 bytes from 10.0.0.14: icmp_seq=43 ttl=64 time=29.2 ms
64 bytes from 10.0.0.14: icmp_seq=44 ttl=64 time=27.6 ms
64 bytes from 10.0.0.14: icmp_seq=45 ttl=64 time=27.0 ms
64 bytes from 10.0.0.14: icmp_seq=46 ttl=64 time=28.7 ms
64 bytes from 10.0.0.14: icmp_seq=47 ttl=64 time=34.2 ms
64 bytes from 10.0.0.14: icmp_seq=48 ttl=64 time=28.7 ms
64 bytes from 10.0.0.14: icmp_seq=49 ttl=64 time=44.4 ms
64 bytes from 10.0.0.14: icmp_seq=50 ttl=64 time=33.8 ms
64 bytes from 10.0.0.14: icmp_seq=51 ttl=64 time=28.3 ms
64 bytes from 10.0.0.14: icmp_seq=52 ttl=64 time=34.4 ms
64 bytes from 10.0.0.14: icmp_seq=53 ttl=64 time=35.4 ms
64 bytes from 10.0.0.14: icmp_seq=54 ttl=64 time=33.9 ms
64 bytes from 10.0.0.14: icmp_seq=55 ttl=64 time=33.1 ms
64 bytes from 10.0.0.14: icmp_seq=56 ttl=64 time=26.0 ms
64 bytes from 10.0.0.14: icmp_seq=57 ttl=64 time=36.5 ms
64 bytes from 10.0.0.14: icmp_seq=58 ttl=64 time=36.2 ms
