PING 10.0.0.12 (10.0.0.12) 56(84) bytes of data.
64 bytes from 10.0.0.12: icmp_seq=74 ttl=64 time=49.5 ms
64 bytes from 10.0.0.12: icmp_seq=75 ttl=64 time=50.9 ms
64 bytes from 10.0.0.12: icmp_seq=76 ttl=64 time=46.6 ms
64 bytes from 10.0.0.12: icmp_seq=77 ttl=64 time=37.7 ms
64 bytes from 10.0.0.12: icmp_seq=78 ttl=64 time=33.8 ms
64 bytes from 10.0.0.12: icmp_seq=79 ttl=64 time=33.4 ms
64 bytes from 10.0.0.12: icmp_seq=80 ttl=64 time=59.8 ms
64 bytes from 10.0.0.12: icmp_seq=81 ttl=64 time=39.5 ms
64 bytes from 10.0.0.12: icmp_seq=82 ttl=64 time=39.0 ms
64 bytes from 10.0.0.12: icmp_seq=83 ttl=64 time=53.7 ms
64 bytes from 10.0.0.12: icmp_seq=84 ttl=64 time=60.5 ms
64 bytes from 10.0.0.12: icmp_seq=85 ttl=64 time=57.9 ms
64 bytes from 10.0.0.12: icmp_seq=86 ttl=64 time=48.0 ms
64 bytes from 10.0.0.12: icmp_seq=87 ttl=64 time=39.0 ms
64 bytes from 10.0.0.12: icmp_seq=88 ttl=64 time=57.7 ms
64 bytes from 10.0.0.12: icmp_seq=89 ttl=64 time=47.8 ms
64 bytes from 10.0.0.12: icmp_seq=90 ttl=64 time=49.6 ms
64 bytes from 10.0.0.12: icmp_seq=91 ttl=64 time=29.0 ms
64 bytes from 10.0.0.12: icmp_seq=92 ttl=64 time=29.3 ms
64 bytes from 10.0.0.12: icmp_seq=93 ttl=64 time=39.6 ms
64 bytes from 10.0.0.12: icmp_seq=94 ttl=64 time=33.1 ms
64 bytes from 10.0.0.12: icmp_seq=95 ttl=64 time=39.9 ms
64 bytes from 10.0.0.12: icmp_seq=96 ttl=64 time=34.5 ms
64 bytes from 10.0.0.12: icmp_seq=97 ttl=64 time=28.4 ms
64 bytes from 10.0.0.12: icmp_seq=98 ttl=64 time=42.1 ms
64 bytes from 10.0.0.12: icmp_seq=99 ttl=64 time=53.3 ms
64 bytes from 10.0.0.12: icmp_seq=100 ttl=64 time=43.9 ms
64 bytes from 10.0.0.12: icmp_seq=101 ttl=64 time=42.0 ms
64 bytes from 10.0.0.12: icmp_seq=102 ttl=64 time=34.1 ms
64 bytes from 10.0.0.12: icmp_seq=103 ttl=64 time=44.9 ms
64 bytes from 10.0.0.12: icmp_seq=104 ttl=64 time=35.9 ms
64 bytes from 10.0.0.12: icmp_seq=105 ttl=64 time=44.2 ms
64 bytes from 10.0.0.12: icmp_seq=106 ttl=64 time=31.2 ms
64 bytes from 10.0.0.12: icmp_seq=107 ttl=64 time=26.6 ms
64 bytes from 10.0.0.12: icmp_seq=108 ttl=64 time=38.9 ms
64 bytes from 10.0.0.12: icmp_seq=109 ttl=64 time=35.2 ms
64 bytes from 10.0.0.12: icmp_seq=110 ttl=64 time=58.3 ms
64 bytes from 10.0.0.12: icmp_seq=111 ttl=64 time=48.0 ms
64 bytes from 10.0.0.12: icmp_seq=112 ttl=64 time=56.7 ms
64 bytes from 10.0.0.12: icmp_seq=113 ttl=64 time=46.0 ms
64 bytes from 10.0.0.12: icmp_seq=114 ttl=64 time=49.7 ms
64 bytes from 10.0.0.12: icmp_seq=115 ttl=64 time=37.2 ms
64 bytes from 10.0.0.12: icmp_seq=116 ttl=64 time=41.2 ms
64 bytes from 10.0.0.12: icmp_seq=117 ttl=64 time=49.7 ms
64 bytes from 10.0.0.12: icmp_seq=118 ttl=64 time=37.0 ms
64 bytes from 10.0.0.12: icmp_seq=119 ttl=64 time=46.1 ms
64 bytes from 10.0.0.12: icmp_seq=120 ttl=64 time=37.8 ms
64 bytes from 10.0.0.12: icmp_seq=121 ttl=64 time=55.9 ms
64 bytes from 10.0.0.12: icmp_seq=122 ttl=64 time=29.2 ms
64 bytes from 10.0.0.12: icmp_seq=123 ttl=64 time=32.8 ms
64 bytes from 10.0.0.12: icmp_seq=124 ttl=64 time=36.4 ms
64 bytes from 10.0.0.12: icmp_seq=125 ttl=64 time=44.2 ms
64 bytes from 10.0.0.12: icmp_seq=126 ttl=64 time=36.6 ms
64 bytes from 10.0.0.12: icmp_seq=127 ttl=64 time=35.8 ms
64 bytes from 10.0.0.12: icmp_seq=128 ttl=64 time=32.9 ms
64 bytes from 10.0.0.12: icmp_seq=129 ttl=64 time=53.3 ms
64 bytes from 10.0.0.12: icmp_seq=130 ttl=64 time=37.2 ms
64 bytes from 10.0.0.12: icmp_seq=131 ttl=64 time=41.4 ms
64 bytes from 10.0.0.12: icmp_seq=132 ttl=64 time=35.7 ms
64 bytes from 10.0.0.12: icmp_seq=133 ttl=64 time=36.4 ms
64 bytes from 10.0.0.12: icmp_seq=134 ttl=64 time=33.4 ms
64 bytes from 10.0.0.12: icmp_seq=135 ttl=64 time=27.4 ms
64 bytes from 10.0.0.12: icmp_seq=136 ttl=64 time=46.1 ms
64 bytes from 10.0.0.12: icmp_seq=137 ttl=64 time=36.6 ms
64 bytes from 10.0.0.12: icmp_seq=138 ttl=64 time=46.3 ms
64 bytes from 10.0.0.12: icmp_seq=139 ttl=64 time=38.6 ms
64 bytes from 10.0.0.12: icmp_seq=140 ttl=64 time=34.1 ms
64 bytes from 10.0.0.12: icmp_seq=141 ttl=64 time=48.9 ms
64 bytes from 10.0.0.12: icmp_seq=142 ttl=64 time=40.3 ms
64 bytes from 10.0.0.12: icmp_seq=143 ttl=64 time=40.9 ms
64 bytes from 10.0.0.12: icmp_seq=144 ttl=64 time=46.2 ms
64 bytes from 10.0.0.12: icmp_seq=145 ttl=64 time=54.2 ms
64 bytes from 10.0.0.12: icmp_seq=146 ttl=64 time=46.7 ms
64 bytes from 10.0.0.12: icmp_seq=147 ttl=64 time=60.5 ms
64 bytes from 10.0.0.12: icmp_seq=148 ttl=64 time=69.9 ms
64 bytes from 10.0.0.12: icmp_seq=149 ttl=64 time=46.9 ms
64 bytes from 10.0.0.12: icmp_seq=150 ttl=64 time=44.7 ms
64 bytes from 10.0.0.12: icmp_seq=151 ttl=64 time=29.6 ms
64 bytes from 10.0.0.12: icmp_seq=152 ttl=64 time=36.7 ms
64 bytes from 10.0.0.12: icmp_seq=153 ttl=64 time=33.4 ms
64 bytes from 10.0.0.12: icmp_seq=154 ttl=64 time=33.0 ms
64 bytes from 10.0.0.12: icmp_seq=155 ttl=64 time=38.3 ms
64 bytes from 10.0.0.12: icmp_seq=156 ttl=64 time=31.4 ms
64 bytes from 10.0.0.12: icmp_seq=157 ttl=64 time=35.1 ms
no answer yet for icmp_seq=158
no answer yet for icmp_seq=159
no answer yet for icmp_seq=160
no answer yet for icmp_seq=161
no answer yet for icmp_seq=162
no answer yet for icmp_seq=163
no answer yet for icmp_seq=164
no answer yet for icmp_seq=165
64 bytes from 10.0.0.12: icmp_seq=160 ttl=64 time=2167 ms
64 bytes from 10.0.0.12: icmp_seq=161 ttl=64 time=1178 ms
64 bytes from 10.0.0.12: icmp_seq=163 ttl=64 time=761 ms
64 bytes from 10.0.0.12: icmp_seq=162 ttl=64 time=988 ms
64 bytes from 10.0.0.12: icmp_seq=164 ttl=64 time=500 ms
64 bytes from 10.0.0.12: icmp_seq=165 ttl=64 time=298 ms
64 bytes from 10.0.0.12: icmp_seq=166 ttl=64 time=90.0 ms
64 bytes from 10.0.0.12: icmp_seq=167 ttl=64 time=87.2 ms
no answer yet for icmp_seq=168
64 bytes from 10.0.0.12: icmp_seq=168 ttl=64 time=247 ms
no answer yet for icmp_seq=169
64 bytes from 10.0.0.12: icmp_seq=169 ttl=64 time=398 ms
no answer yet for icmp_seq=170
no answer yet for icmp_seq=171
64 bytes from 10.0.0.12: icmp_seq=170 ttl=64 time=543 ms
no answer yet for icmp_seq=172
no answer yet for icmp_seq=173
64 bytes from 10.0.0.12: icmp_seq=171 ttl=64 time=698 ms
no answer yet for icmp_seq=174
no answer yet for icmp_seq=175
64 bytes from 10.0.0.12: icmp_seq=172 ttl=64 time=842 ms
no answer yet for icmp_seq=176
64 bytes from 10.0.0.12: icmp_seq=173 ttl=64 time=989 ms
no answer yet for icmp_seq=177
no answer yet for icmp_seq=178
64 bytes from 10.0.0.12: icmp_seq=174 ttl=64 time=1163 ms
no answer yet for icmp_seq=179
no answer yet for icmp_seq=180
64 bytes from 10.0.0.12: icmp_seq=175 ttl=64 time=1324 ms
no answer yet for icmp_seq=181
no answer yet for icmp_seq=182
64 bytes from 10.0.0.12: icmp_seq=176 ttl=64 time=1459 ms
no answer yet for icmp_seq=183
64 bytes from 10.0.0.12: icmp_seq=177 ttl=64 time=1594 ms
no answer yet for icmp_seq=184
no answer yet for icmp_seq=185
64 bytes from 10.0.0.12: icmp_seq=178 ttl=64 time=1748 ms
no answer yet for icmp_seq=186
no answer yet for icmp_seq=187
64 bytes from 10.0.0.12: icmp_seq=179 ttl=64 time=1889 ms
no answer yet for icmp_seq=188
no answer yet for icmp_seq=189
64 bytes from 10.0.0.12: icmp_seq=180 ttl=64 time=2028 ms
no answer yet for icmp_seq=190
no answer yet for icmp_seq=191
64 bytes from 10.0.0.12: icmp_seq=182 ttl=64 time=2209 ms
no answer yet for icmp_seq=192
no answer yet for icmp_seq=193
64 bytes from 10.0.0.12: icmp_seq=183 ttl=64 time=2258 ms
no answer yet for icmp_seq=194
no answer yet for icmp_seq=195
64 bytes from 10.0.0.12: icmp_seq=185 ttl=64 time=2355 ms
no answer yet for icmp_seq=196
no answer yet for icmp_seq=197
64 bytes from 10.0.0.12: icmp_seq=186 ttl=64 time=2469 ms
no answer yet for icmp_seq=198
no answer yet for icmp_seq=199
64 bytes from 10.0.0.12: icmp_seq=188 ttl=64 time=2600 ms
no answer yet for icmp_seq=200
no answer yet for icmp_seq=201
64 bytes from 10.0.0.12: icmp_seq=189 ttl=64 time=2675 ms
no answer yet for icmp_seq=202
64 bytes from 10.0.0.12: icmp_seq=190 ttl=64 time=2757 ms
no answer yet for icmp_seq=203
64 bytes from 10.0.0.12: icmp_seq=191 ttl=64 time=2786 ms
no answer yet for icmp_seq=204
no answer yet for icmp_seq=205
64 bytes from 10.0.0.12: icmp_seq=193 ttl=64 time=2834 ms
no answer yet for icmp_seq=206
no answer yet for icmp_seq=207
64 bytes from 10.0.0.12: icmp_seq=194 ttl=64 time=2859 ms
no answer yet for icmp_seq=208
64 bytes from 10.0.0.12: icmp_seq=195 ttl=64 time=2900 ms
no answer yet for icmp_seq=209
64 bytes from 10.0.0.12: icmp_seq=196 ttl=64 time=2928 ms
no answer yet for icmp_seq=210
no answer yet for icmp_seq=211
64 bytes from 10.0.0.12: icmp_seq=198 ttl=64 time=3034 ms
no answer yet for icmp_seq=212
no answer yet for icmp_seq=213
64 bytes from 10.0.0.12: icmp_seq=199 ttl=64 time=3057 ms
no answer yet for icmp_seq=214
no answer yet for icmp_seq=215
no answer yet for icmp_seq=216
64 bytes from 10.0.0.12: icmp_seq=202 ttl=64 time=3141 ms
no answer yet for icmp_seq=217
64 bytes from 10.0.0.12: icmp_seq=203 ttl=64 time=3183 ms
no answer yet for icmp_seq=218
no answer yet for icmp_seq=219
64 bytes from 10.0.0.12: icmp_seq=205 ttl=64 time=3239 ms
no answer yet for icmp_seq=220
no answer yet for icmp_seq=221
64 bytes from 10.0.0.12: icmp_seq=206 ttl=64 time=3292 ms
no answer yet for icmp_seq=222
64 bytes from 10.0.0.12: icmp_seq=207 ttl=64 time=3340 ms
no answer yet for icmp_seq=223
64 bytes from 10.0.0.12: icmp_seq=208 ttl=64 time=3412 ms
no answer yet for icmp_seq=224
no answer yet for icmp_seq=225
64 bytes from 10.0.0.12: icmp_seq=210 ttl=64 time=3439 ms
no answer yet for icmp_seq=226
no answer yet for icmp_seq=227
64 bytes from 10.0.0.12: icmp_seq=211 ttl=64 time=3502 ms
no answer yet for icmp_seq=228
64 bytes from 10.0.0.12: icmp_seq=212 ttl=64 time=3507 ms
no answer yet for icmp_seq=229
no answer yet for icmp_seq=230
no answer yet for icmp_seq=231
no answer yet for icmp_seq=232
no answer yet for icmp_seq=233
no answer yet for icmp_seq=234
64 bytes from 10.0.0.12: icmp_seq=217 ttl=64 time=3655 ms
no answer yet for icmp_seq=235
no answer yet for icmp_seq=236
64 bytes from 10.0.0.12: icmp_seq=219 ttl=64 time=3730 ms
no answer yet for icmp_seq=237
no answer yet for icmp_seq=238
no answer yet for icmp_seq=239
64 bytes from 10.0.0.12: icmp_seq=222 ttl=64 time=3861 ms
no answer yet for icmp_seq=240
no answer yet for icmp_seq=241
no answer yet for icmp_seq=242
no answer yet for icmp_seq=243
no answer yet for icmp_seq=244
no answer yet for icmp_seq=245
64 bytes from 10.0.0.12: icmp_seq=227 ttl=64 time=3964 ms
no answer yet for icmp_seq=246
64 bytes from 10.0.0.12: icmp_seq=228 ttl=64 time=3973 ms
no answer yet for icmp_seq=247
no answer yet for icmp_seq=248
no answer yet for icmp_seq=249
no answer yet for icmp_seq=250
no answer yet for icmp_seq=251
no answer yet for icmp_seq=252
64 bytes from 10.0.0.12: icmp_seq=233 ttl=64 time=4084 ms
no answer yet for icmp_seq=253
no answer yet for icmp_seq=254
no answer yet for icmp_seq=255
64 bytes from 10.0.0.12: icmp_seq=236 ttl=64 time=4149 ms
no answer yet for icmp_seq=256
no answer yet for icmp_seq=257
no answer yet for icmp_seq=258
64 bytes from 10.0.0.12: icmp_seq=239 ttl=64 time=4218 ms
no answer yet for icmp_seq=259
no answer yet for icmp_seq=260
64 bytes from 10.0.0.12: icmp_seq=241 ttl=64 time=4253 ms
no answer yet for icmp_seq=261
no answer yet for icmp_seq=262
64 bytes from 10.0.0.12: icmp_seq=242 ttl=64 time=4298 ms
no answer yet for icmp_seq=263
no answer yet for icmp_seq=264
64 bytes from 10.0.0.12: icmp_seq=244 ttl=64 time=4300 ms
no answer yet for icmp_seq=265
no answer yet for icmp_seq=266
no answer yet for icmp_seq=267
64 bytes from 10.0.0.12: icmp_seq=247 ttl=64 time=4345 ms
no answer yet for icmp_seq=268
64 bytes from 10.0.0.12: icmp_seq=248 ttl=64 time=4349 ms
no answer yet for icmp_seq=269
no answer yet for icmp_seq=270
no answer yet for icmp_seq=271
64 bytes from 10.0.0.12: icmp_seq=251 ttl=64 time=4403 ms
no answer yet for icmp_seq=272
no answer yet for icmp_seq=273
no answer yet for icmp_seq=274
no answer yet for icmp_seq=275
no answer yet for icmp_seq=276
64 bytes from 10.0.0.12: icmp_seq=256 ttl=64 time=4473 ms
no answer yet for icmp_seq=277
no answer yet for icmp_seq=278
64 bytes from 10.0.0.12: icmp_seq=257 ttl=64 time=4498 ms
no answer yet for icmp_seq=279
no answer yet for icmp_seq=280
64 bytes from 10.0.0.12: icmp_seq=259 ttl=64 time=4533 ms
no answer yet for icmp_seq=281
no answer yet for icmp_seq=282
no answer yet for icmp_seq=283
no answer yet for icmp_seq=284
no answer yet for icmp_seq=285
no answer yet for icmp_seq=286
no answer yet for icmp_seq=287
no answer yet for icmp_seq=288
no answer yet for icmp_seq=289
no answer yet for icmp_seq=290
64 bytes from 10.0.0.12: icmp_seq=275 ttl=64 time=5738 ms
no answer yet for icmp_seq=291
64 bytes from 10.0.0.12: icmp_seq=276 ttl=64 time=5541 ms
64 bytes from 10.0.0.12: icmp_seq=277 ttl=64 time=5341 ms
64 bytes from 10.0.0.12: icmp_seq=278 ttl=64 time=5141 ms
64 bytes from 10.0.0.12: icmp_seq=279 ttl=64 time=4942 ms
no answer yet for icmp_seq=292
no answer yet for icmp_seq=293
no answer yet for icmp_seq=294
no answer yet for icmp_seq=295
no answer yet for icmp_seq=296
no answer yet for icmp_seq=297
no answer yet for icmp_seq=298
no answer yet for icmp_seq=299
64 bytes from 10.0.0.12: icmp_seq=297 ttl=64 time=769 ms
64 bytes from 10.0.0.12: icmp_seq=298 ttl=64 time=568 ms
64 bytes from 10.0.0.12: icmp_seq=299 ttl=64 time=344 ms
64 bytes from 10.0.0.12: icmp_seq=300 ttl=64 time=162 ms
64 bytes from 10.0.0.12: icmp_seq=301 ttl=64 time=32.5 ms
64 bytes from 10.0.0.12: icmp_seq=302 ttl=64 time=27.8 ms
64 bytes from 10.0.0.12: icmp_seq=303 ttl=64 time=29.6 ms
64 bytes from 10.0.0.12: icmp_seq=304 ttl=64 time=38.7 ms
64 bytes from 10.0.0.12: icmp_seq=305 ttl=64 time=28.4 ms
64 bytes from 10.0.0.12: icmp_seq=306 ttl=64 time=30.7 ms
64 bytes from 10.0.0.12: icmp_seq=307 ttl=64 time=27.7 ms
64 bytes from 10.0.0.12: icmp_seq=308 ttl=64 time=27.8 ms
64 bytes from 10.0.0.12: icmp_seq=309 ttl=64 time=36.3 ms
64 bytes from 10.0.0.12: icmp_seq=310 ttl=64 time=27.9 ms
64 bytes from 10.0.0.12: icmp_seq=311 ttl=64 time=33.3 ms
64 bytes from 10.0.0.12: icmp_seq=312 ttl=64 time=33.4 ms
no answer yet for icmp_seq=313
no answer yet for icmp_seq=314
no answer yet for icmp_seq=315
64 bytes from 10.0.0.12: icmp_seq=313 ttl=64 time=780 ms
no answer yet for icmp_seq=316
no answer yet for icmp_seq=317
no answer yet for icmp_seq=318
no answer yet for icmp_seq=319
no answer yet for icmp_seq=320
no answer yet for icmp_seq=321
no answer yet for icmp_seq=322
no answer yet for icmp_seq=323
no answer yet for icmp_seq=324
no answer yet for icmp_seq=325
64 bytes from 10.0.0.12: icmp_seq=314 ttl=64 time=7554 ms
no answer yet for icmp_seq=326
no answer yet for icmp_seq=327
no answer yet for icmp_seq=328
no answer yet for icmp_seq=329
no answer yet for icmp_seq=330
no answer yet for icmp_seq=331
no answer yet for icmp_seq=332
64 bytes from 10.0.0.12: icmp_seq=315 ttl=64 time=11317 ms
no answer yet for icmp_seq=333
no answer yet for icmp_seq=334
no answer yet for icmp_seq=335
no answer yet for icmp_seq=336
no answer yet for icmp_seq=337
no answer yet for icmp_seq=338
no answer yet for icmp_seq=339
no answer yet for icmp_seq=340
no answer yet for icmp_seq=341
no answer yet for icmp_seq=342
no answer yet for icmp_seq=343
no answer yet for icmp_seq=344
64 bytes from 10.0.0.12: icmp_seq=334 ttl=64 time=9554 ms
64 bytes from 10.0.0.12: icmp_seq=335 ttl=64 time=8554 ms
64 bytes from 10.0.0.12: icmp_seq=336 ttl=64 time=7552 ms
64 bytes from 10.0.0.12: icmp_seq=337 ttl=64 time=6555 ms
64 bytes from 10.0.0.12: icmp_seq=338 ttl=64 time=5553 ms
64 bytes from 10.0.0.12: icmp_seq=339 ttl=64 time=4558 ms
64 bytes from 10.0.0.12: icmp_seq=340 ttl=64 time=3543 ms
64 bytes from 10.0.0.12: icmp_seq=343 ttl=64 time=573 ms
64 bytes from 10.0.0.12: icmp_seq=344 ttl=64 time=367 ms
64 bytes from 10.0.0.12: icmp_seq=345 ttl=64 time=153 ms
64 bytes from 10.0.0.12: icmp_seq=346 ttl=64 time=29.2 ms
64 bytes from 10.0.0.12: icmp_seq=347 ttl=64 time=36.6 ms
64 bytes from 10.0.0.12: icmp_seq=348 ttl=64 time=29.3 ms
64 bytes from 10.0.0.12: icmp_seq=349 ttl=64 time=46.8 ms
64 bytes from 10.0.0.12: icmp_seq=350 ttl=64 time=29.3 ms
64 bytes from 10.0.0.12: icmp_seq=351 ttl=64 time=27.5 ms
64 bytes from 10.0.0.12: icmp_seq=352 ttl=64 time=34.3 ms
64 bytes from 10.0.0.12: icmp_seq=353 ttl=64 time=28.2 ms
64 bytes from 10.0.0.12: icmp_seq=354 ttl=64 time=34.1 ms
64 bytes from 10.0.0.12: icmp_seq=355 ttl=64 time=26.6 ms
64 bytes from 10.0.0.12: icmp_seq=356 ttl=64 time=29.4 ms
64 bytes from 10.0.0.12: icmp_seq=357 ttl=64 time=35.1 ms
64 bytes from 10.0.0.12: icmp_seq=358 ttl=64 time=30.7 ms
64 bytes from 10.0.0.12: icmp_seq=359 ttl=64 time=29.8 ms
64 bytes from 10.0.0.12: icmp_seq=360 ttl=64 time=38.4 ms
64 bytes from 10.0.0.12: icmp_seq=361 ttl=64 time=39.9 ms
no answer yet for icmp_seq=362
64 bytes from 10.0.0.12: icmp_seq=362 ttl=64 time=540 ms
no answer yet for icmp_seq=363
64 bytes from 10.0.0.12: icmp_seq=363 ttl=64 time=384 ms
no answer yet for icmp_seq=364
no answer yet for icmp_seq=365
no answer yet for icmp_seq=366
no answer yet for icmp_seq=367
no answer yet for icmp_seq=368
no answer yet for icmp_seq=369
no answer yet for icmp_seq=370
no answer yet for icmp_seq=371
no answer yet for icmp_seq=372
no answer yet for icmp_seq=373
no answer yet for icmp_seq=374
no answer yet for icmp_seq=375
no answer yet for icmp_seq=376
no answer yet for icmp_seq=377
no answer yet for icmp_seq=378
no answer yet for icmp_seq=379
64 bytes from 10.0.0.12: icmp_seq=366 ttl=64 time=10591 ms
64 bytes from 10.0.0.12: icmp_seq=369 ttl=64 time=8395 ms
64 bytes from 10.0.0.12: icmp_seq=370 ttl=64 time=7392 ms
64 bytes from 10.0.0.12: icmp_seq=371 ttl=64 time=6438 ms
no answer yet for icmp_seq=380
64 bytes from 10.0.0.12: icmp_seq=372 ttl=64 time=5463 ms
64 bytes from 10.0.0.12: icmp_seq=373 ttl=64 time=4528 ms
no answer yet for icmp_seq=381
no answer yet for icmp_seq=382
no answer yet for icmp_seq=383
no answer yet for icmp_seq=384
64 bytes from 10.0.0.12: icmp_seq=380 ttl=64 time=2497 ms
no answer yet for icmp_seq=385
no answer yet for icmp_seq=386
no answer yet for icmp_seq=387
64 bytes from 10.0.0.12: icmp_seq=383 ttl=64 time=2231 ms
no answer yet for icmp_seq=388
no answer yet for icmp_seq=389
no answer yet for icmp_seq=390
no answer yet for icmp_seq=391
no answer yet for icmp_seq=392
no answer yet for icmp_seq=393
no answer yet for icmp_seq=394
no answer yet for icmp_seq=395
no answer yet for icmp_seq=396
no answer yet for icmp_seq=397
no answer yet for icmp_seq=398
64 bytes from 10.0.0.12: icmp_seq=392 ttl=64 time=2508 ms
