PING 10.0.0.11 (10.0.0.11) 56(84) bytes of data.
64 bytes from 10.0.0.11: icmp_seq=1 ttl=64 time=24.7 ms
64 bytes from 10.0.0.11: icmp_seq=2 ttl=64 time=26.7 ms
64 bytes from 10.0.0.11: icmp_seq=3 ttl=64 time=24.3 ms
64 bytes from 10.0.0.11: icmp_seq=4 ttl=64 time=23.6 ms
64 bytes from 10.0.0.11: icmp_seq=5 ttl=64 time=26.2 ms
64 bytes from 10.0.0.11: icmp_seq=6 ttl=64 time=24.6 ms
64 bytes from 10.0.0.11: icmp_seq=7 ttl=64 time=27.8 ms
64 bytes from 10.0.0.11: icmp_seq=8 ttl=64 time=28.4 ms
64 bytes from 10.0.0.11: icmp_seq=9 ttl=64 time=23.7 ms
64 bytes from 10.0.0.11: icmp_seq=10 ttl=64 time=30.4 ms
64 bytes from 10.0.0.11: icmp_seq=11 ttl=64 time=22.4 ms
64 bytes from 10.0.0.11: icmp_seq=12 ttl=64 time=25.0 ms
64 bytes from 10.0.0.11: icmp_seq=13 ttl=64 time=25.9 ms
64 bytes from 10.0.0.11: icmp_seq=14 ttl=64 time=25.9 ms
64 bytes from 10.0.0.11: icmp_seq=15 ttl=64 time=24.9 ms
64 bytes from 10.0.0.11: icmp_seq=16 ttl=64 time=25.5 ms
64 bytes from 10.0.0.11: icmp_seq=17 ttl=64 time=32.5 ms
64 bytes from 10.0.0.11: icmp_seq=18 ttl=64 time=24.2 ms
64 bytes from 10.0.0.11: icmp_seq=19 ttl=64 time=24.6 ms
64 bytes from 10.0.0.11: icmp_seq=20 ttl=64 time=29.6 ms
64 bytes from 10.0.0.11: icmp_seq=21 ttl=64 time=27.6 ms
64 bytes from 10.0.0.11: icmp_seq=22 ttl=64 time=27.5 ms
64 bytes from 10.0.0.11: icmp_seq=23 ttl=64 time=27.7 ms
64 bytes from 10.0.0.11: icmp_seq=24 ttl=64 time=24.1 ms
64 bytes from 10.0.0.11: icmp_seq=25 ttl=64 time=26.1 ms
64 bytes from 10.0.0.11: icmp_seq=26 ttl=64 time=23.9 ms
