mode,target,rmse_global,rmse_nonSensor,queue_global_rmse,queue_idle_rmse,queue_busy_rmse,queue_idle_fp,queue_idle_mean
nowcast,queue_pkts,0.6724289947988624,0.023769134427076417,0.6724289947988624,0.5006155521780331,1.8851290736648114,0.0,0.023225141689181328
nowcast,throughput_Mbps,1.8178909084246777,2.268458943486402,,,,,
nowcast,utilization,0.017392316739833606,1.816701463599299e-06,,,,,
nowcast,rtt_ms,363.23699265911574,363.25053374511543,,,,,
