mode,target,rmse_global,rmse_nonSensor,queue_global_rmse,queue_idle_rmse,queue_busy_rmse,queue_idle_fp,queue_idle_mean
nowcast,queue_pkts,1.174569397391623,0.023769134427076417,1.174569397391623,0.7513911931417184,3.731210985866849,0.00036101083032490973,0.06629778444766998
nowcast,throughput_Mbps,1.812619113254787,2.226501561858664,,,,,
nowcast,utilization,0.011574989612317892,1.813638343825925e-06,,,,,
nowcast,rtt_ms,151.49432603033026,129.300708727727,,,,,
