mode,target,rmse_global,rmse_nonSensor,queue_global_rmse,queue_idle_rmse,queue_busy_rmse,queue_idle_fp,queue_idle_mean
lead1,queue_pkts,23.369814644137925,3.802840673474736,23.369814644137925,23.976240582297173,10.290746901916107,0.06884057971014493,9.312204360961914
lead1,throughput_Mbps,1.9668279754052536,2.3494659250354353,,,,,
lead1,utilization,0.08275336734103,1.7978494100873775e-05,,,,,
lead1,rtt_ms,86.91222547691278,88.52011162857737,,,,,
