mode,target,rmse_global,rmse_nonSensor,queue_global_rmse,queue_idle_rmse,queue_busy_rmse,queue_idle_fp,queue_idle_mean
lead1,queue_pkts,19.305128252487695,0.023809523809523808,19.305128252487695,1.0213304764027096,77.91817830705831,0.0,0.0
lead1,throughput_Mbps,2.2917579523493434,2.8694318592054815,,,,,
lead1,utilization,0.05963279012357262,0.00025205993520419366,,,,,
lead1,rtt_ms,363.5325698379643,363.8099611741738,,,,,
