timestamp,iface,rx_bytes_per_s,tx_bytes_per_s,rx_packets_per_s,tx_packets_per_s,rx_dropped_per_s,tx_dropped_per_s,throughput_Mbps,backlog_pkts
2025-10-10 15:29:01.325455+00:00,s1-eth1,0.0,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s1-eth2,0.0,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s1-eth3,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s1-eth4,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s2-eth1,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s2-eth2,0.0,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s2-eth3,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s2-eth4,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s2-eth5,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s3-eth1,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s3-eth2,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s3-eth3,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s3-eth4,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s3-eth5,0.0,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s4-eth1,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s4-eth2,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s4-eth3,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s4-eth4,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s4-eth5,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s5-eth1,,,,,,,,0
2025-10-10 15:29:01.325455+00:00,s5-eth2,0.0,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s5-eth3,0.0,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s5-eth4,0.0,121.17781372719584,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175,0
2025-10-10 15:29:01.325455+00:00,s5-eth5,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s1-eth1,0.0,59.6520411224128,0.0,0.8521720160344686,0.0,0.0,0.0004772163289793,0
2025-10-10 15:29:02.498927+00:00,s1-eth2,0.0,59.6520411224128,0.0,0.8521720160344686,0.0,0.0,0.0004772163289793,0
2025-10-10 15:29:02.498927+00:00,s1-eth3,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s1-eth4,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s2-eth1,59.6520411224128,0.0,0.8521720160344686,0.0,0.0,0.0,0.0004772163289793,0
2025-10-10 15:29:02.498927+00:00,s2-eth2,0.0,59.6520411224128,0.0,0.8521720160344686,0.0,0.0,0.0004772163289793,0
2025-10-10 15:29:02.498927+00:00,s2-eth3,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s2-eth4,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s2-eth5,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s3-eth1,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s3-eth2,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s3-eth3,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s3-eth4,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s3-eth5,0.0,59.6520411224128,0.0,0.8521720160344686,0.0,0.0,0.0004772163289793,0
2025-10-10 15:29:02.498927+00:00,s4-eth1,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s4-eth2,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s4-eth3,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s4-eth4,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s4-eth5,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s5-eth1,,,,,,,,0
2025-10-10 15:29:02.498927+00:00,s5-eth2,0.0,119.3040822448256,0.0,1.7043440320689371,0.0,0.0,0.0009544326579586,0
2025-10-10 15:29:02.498927+00:00,s5-eth3,0.0,59.6520411224128,0.0,0.8521720160344686,0.0,0.0,0.0004772163289793,0
2025-10-10 15:29:02.498927+00:00,s5-eth4,0.0,59.6520411224128,0.0,0.8521720160344686,0.0,0.0,0.0004772163289793,0
2025-10-10 15:29:02.498927+00:00,s5-eth5,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s1-eth1,0.0,182.38856058947985,0.0,2.6055508655639974,0.0,0.0,0.0014591084847158,0
2025-10-10 15:29:03.650315+00:00,s1-eth2,0.0,182.38856058947985,0.0,2.6055508655639974,0.0,0.0,0.0014591084847158,0
2025-10-10 15:29:03.650315+00:00,s1-eth3,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s1-eth4,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s2-eth1,182.38856058947985,0.0,2.6055508655639974,0.0,0.0,0.0,0.0014591084847158,0
2025-10-10 15:29:03.650315+00:00,s2-eth2,0.0,182.38856058947985,0.0,2.6055508655639974,0.0,0.0,0.0014591084847158,0
2025-10-10 15:29:03.650315+00:00,s2-eth3,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s2-eth4,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s2-eth5,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s3-eth1,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s3-eth2,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s3-eth3,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s3-eth4,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s3-eth5,0.0,182.38856058947985,0.0,2.6055508655639974,0.0,0.0,0.0014591084847158,0
2025-10-10 15:29:03.650315+00:00,s4-eth1,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s4-eth2,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s4-eth3,,,,,,,,0
2025-10-10 15:29:03.650315+00:00,s4-eth4,,,,,,,,0
