timestamp,iface,rx_bytes_per_s,tx_bytes_per_s,rx_packets_per_s,tx_packets_per_s,rx_dropped_per_s,tx_dropped_per_s,throughput_Mbps,backlog_pkts
2025-10-10 15:29:01.325455+00:00,s1-eth1,0.0,121.17781372719585,0.0,1.7311116246742264,0.0,0.0,0.0009694225098175668,0
2025-10-10 15:29:02.498927+00:00,s1-eth1,0.0,59.652041122412804,0.0,0.8521720160344686,0.0,0.0,0.00047721632897930244,0
2025-10-10 15:29:03.650315+00:00,s1-eth1,0.0,182.38856058947982,0.0,2.6055508655639974,0.0,0.0,0.0014591084847158386,0
2025-10-10 15:29:04.801294+00:00,s1-eth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-10 15:29:05.949626+00:00,s1-eth1,60.95798079301108,121.91596158602216,0.8708282970430155,1.741656594086031,0.0,0.0,0.001462991539032266,0
2025-10-10 15:29:07.114019+00:00,s1-eth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-10 15:29:08.301320+00:00,s1-eth1,58.95724841468171,0.0,0.8422464059240243,0.0,0.0,0.0,0.00047165798731745365,0
2025-10-10 15:29:09.445357+00:00,s1-eth1,61.18683224406204,0.0,0.8740976034866006,0.0,0.0,0.0,0.0004894946579524963,0
2025-10-10 15:29:10.601660+00:00,s1-eth1,121.07553124051394,60.53776562025697,1.7296504462930562,0.8648252231465281,0.0,0.0,0.0014529063748861672,0
2025-10-10 15:29:11.749385+00:00,s1-eth1,0.0,60.99021978261342,0.0,0.8712888540373347,0.0,0.0,0.0004879217582609074,0
2025-10-10 15:29:12.905642+00:00,s1-eth1,0.0,60.54017402705453,0.0,0.8648596289579219,0.0,0.0,0.00048432139221643626,0
2025-10-10 15:29:13.984939+00:00,s1-eth1,0.0,129.71406387676424,0.0,1.8530580553823461,0.0,0.0,0.001037712511014114,0
2025-10-10 15:29:15.212131+00:00,s1-eth1,0.0,57.040789053383655,0.0,0.814868415048338,0.0,0.0,0.00045632631242706925,0
2025-10-10 15:29:16.417680+00:00,s1-eth1,0.0,116.12966374655862,0.0,1.658995196379409,0.0,0.0,0.000929037309972469,0
2025-10-10 15:29:17.621408+00:00,s1-eth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-10 15:29:18.739999+00:00,s1-eth1,0.0,62.57872627260545,0.0,0.8939818038943637,0.0,0.0,0.0005006298101808436,0
2025-10-10 15:29:19.853910+00:00,s1-eth1,0.0,314.2082266895649,0.0,4.4886889527080704,0.0,0.0,0.0025136658135165193,0
2025-10-10 15:29:20.961840+00:00,s1-eth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-10 15:29:22.087558+00:00,s1-eth1,0.0,62.182535945947386,0.0,0.8883219420849626,0.0,0.0,0.000497460287567579,0
2025-10-10 15:29:23.264135+00:00,s1-eth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
