timestamp,iface,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped,backlog_bytes,backlog_pkts,qlen_pkts
2025-10-10T15:29:02.498927,s3-eth4,656,1886,8,25,0,0,0,0,1000
2025-10-10T15:29:02.498927,s3-eth5,656,1886,8,25,0,0,0,0,1000
2025-10-10T15:29:02.498927,s4-eth1,1676,936,22,12,0,0,0,0,1000
2025-10-10T15:29:02.498927,s4-eth2,656,1886,8,25,0,0,0,0,1000
2025-10-10T15:29:02.498927,s4-eth3,656,1886,8,25,0,0,0,0,1000
2025-10-10T15:29:02.498927,s4-eth4,656,1886,8,25,0,0,0,0,1000
2025-10-10T15:29:02.498927,s4-eth5,586,1886,7,25,0,0,0,0,1000
2025-10-10T15:29:02.498927,s5-eth1,1356,1186,18,15,0,0,0,0,1000
2025-10-10T15:29:02.498927,s5-eth2,586,1886,7,25,0,0,0,0,1000
2025-10-10T15:29:02.498927,s5-eth3,586,1816,7,24,0,0,0,0,1000
2025-10-10T15:29:02.498927,s5-eth4,586,1816,7,24,0,0,0,0,1000
2025-10-10T15:29:02.498927,s5-eth5,586,1406,7,19,0,0,0,0,1000
2025-10-10T15:29:03.650315,s1-eth1,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:03.650315,s1-eth2,936,1886,12,25,0,0,0,0,1000
2025-10-10T15:29:03.650315,s1-eth3,1006,1816,13,24,0,0,0,0,1000
2025-10-10T15:29:03.650315,s1-eth4,1326,1426,17,19,0,0,0,0,1000
2025-10-10T15:29:03.650315,s2-eth1,2236,656,30,8,0,0,0,0,1000
2025-10-10T15:29:03.650315,s2-eth2,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:03.650315,s2-eth3,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:03.650315,s2-eth4,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:03.650315,s2-eth5,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:03.650315,s3-eth1,1886,936,25,12,0,0,0,0,1000
2025-10-10T15:29:03.650315,s3-eth2,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:03.650315,s3-eth3,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:03.650315,s3-eth4,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:03.650315,s3-eth5,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:03.650315,s4-eth1,1816,1006,24,13,0,0,0,0,1000
2025-10-10T15:29:03.650315,s4-eth2,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:03.650315,s4-eth3,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:03.650315,s4-eth4,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:03.650315,s4-eth5,656,2026,8,27,0,0,0,0,1000
2025-10-10T15:29:03.650315,s5-eth1,1426,1326,19,17,0,0,0,0,1000
2025-10-10T15:29:03.650315,s5-eth2,656,2026,8,27,0,0,0,0,1000
2025-10-10T15:29:03.650315,s5-eth3,656,1956,8,26,0,0,0,0,1000
2025-10-10T15:29:03.650315,s5-eth4,586,2026,7,27,0,0,0,0,1000
2025-10-10T15:29:03.650315,s5-eth5,586,1616,7,22,0,0,0,0,1000
2025-10-10T15:29:04.801294,s1-eth1,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:04.801294,s1-eth2,936,1886,12,25,0,0,0,0,1000
2025-10-10T15:29:04.801294,s1-eth3,1006,1816,13,24,0,0,0,0,1000
2025-10-10T15:29:04.801294,s1-eth4,1326,1426,17,19,0,0,0,0,1000
2025-10-10T15:29:04.801294,s2-eth1,2236,656,30,8,0,0,0,0,1000
2025-10-10T15:29:04.801294,s2-eth2,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:04.801294,s2-eth3,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:04.801294,s2-eth4,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:04.801294,s2-eth5,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:04.801294,s3-eth1,1886,936,25,12,0,0,0,0,1000
2025-10-10T15:29:04.801294,s3-eth2,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s3-eth3,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s3-eth4,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s3-eth5,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s4-eth1,1816,1006,24,13,0,0,0,0,1000
2025-10-10T15:29:04.801294,s4-eth2,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s4-eth3,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s4-eth4,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s4-eth5,656,2026,8,27,0,0,0,0,1000
2025-10-10T15:29:04.801294,s5-eth1,1426,1326,19,17,0,0,0,0,1000
2025-10-10T15:29:04.801294,s5-eth2,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s5-eth3,656,2096,8,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s5-eth4,586,2096,7,28,0,0,0,0,1000
2025-10-10T15:29:04.801294,s5-eth5,656,1616,8,22,0,0,0,0,1000
2025-10-10T15:29:05.949626,s1-eth1,726,2376,9,32,0,0,0,0,1000
2025-10-10T15:29:05.949626,s1-eth2,936,2096,12,28,0,0,0,0,1000
2025-10-10T15:29:05.949626,s1-eth3,1006,2026,13,27,0,0,0,0,1000
2025-10-10T15:29:05.949626,s1-eth4,1466,1496,19,20,0,0,0,0,1000
2025-10-10T15:29:05.949626,s2-eth1,2376,726,32,9,0,0,0,0,1000
2025-10-10T15:29:05.949626,s2-eth2,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:05.949626,s2-eth3,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:05.949626,s2-eth4,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:05.949626,s2-eth5,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:05.949626,s3-eth1,2096,936,28,12,0,0,0,0,1000
2025-10-10T15:29:05.949626,s3-eth2,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:05.949626,s3-eth3,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:05.949626,s3-eth4,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:05.949626,s3-eth5,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:05.949626,s4-eth1,2026,1006,27,13,0,0,0,0,1000
2025-10-10T15:29:05.949626,s4-eth2,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:05.949626,s4-eth3,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:05.949626,s4-eth4,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:05.949626,s4-eth5,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:05.949626,s5-eth1,1496,1466,20,19,0,0,0,0,1000
2025-10-10T15:29:05.949626,s5-eth2,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:05.949626,s5-eth3,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:05.949626,s5-eth4,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:05.949626,s5-eth5,656,1756,8,24,0,0,0,0,1000
2025-10-10T15:29:07.114019,s1-eth1,726,2376,9,32,0,0,0,0,1000
2025-10-10T15:29:07.114019,s1-eth2,936,2096,12,28,0,0,0,0,1000
2025-10-10T15:29:07.114019,s1-eth3,1006,2026,13,27,0,0,0,0,1000
2025-10-10T15:29:07.114019,s1-eth4,1466,1496,19,20,0,0,0,0,1000
2025-10-10T15:29:07.114019,s2-eth1,2376,726,32,9,0,0,0,0,1000
2025-10-10T15:29:07.114019,s2-eth2,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:07.114019,s2-eth3,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:07.114019,s2-eth4,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:07.114019,s2-eth5,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:07.114019,s3-eth1,2096,936,28,12,0,0,0,0,1000
2025-10-10T15:29:07.114019,s3-eth2,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:07.114019,s3-eth3,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:07.114019,s3-eth4,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:07.114019,s3-eth5,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:07.114019,s4-eth1,2026,1006,27,13,0,0,0,0,1000
2025-10-10T15:29:07.114019,s4-eth2,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:07.114019,s4-eth3,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:07.114019,s4-eth4,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:07.114019,s4-eth5,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:07.114019,s5-eth1,1496,1466,20,19,0,0,0,0,1000
2025-10-10T15:29:07.114019,s5-eth2,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:07.114019,s5-eth3,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:07.114019,s5-eth4,656,2236,8,30,0,0,0,0,1000
2025-10-10T15:29:07.114019,s5-eth5,656,1826,8,25,0,0,0,0,1000
2025-10-10T15:29:08.301320,s1-eth1,796,2376,10,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s1-eth2,936,2166,12,29,0,0,0,0,1000
2025-10-10T15:29:08.301320,s1-eth3,1006,2096,13,28,0,0,0,0,1000
2025-10-10T15:29:08.301320,s1-eth4,1466,1566,19,21,0,0,0,0,1000
2025-10-10T15:29:08.301320,s2-eth1,2376,796,32,10,0,0,0,0,1000
2025-10-10T15:29:08.301320,s2-eth2,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:08.301320,s2-eth3,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:08.301320,s2-eth4,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:08.301320,s2-eth5,726,2376,9,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s3-eth1,2166,936,29,12,0,0,0,0,1000
2025-10-10T15:29:08.301320,s3-eth2,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s3-eth3,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s3-eth4,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s3-eth5,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s4-eth1,2096,1006,28,13,0,0,0,0,1000
2025-10-10T15:29:08.301320,s4-eth2,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s4-eth3,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s4-eth4,656,2376,8,32,0,0,0,0,1000
2025-10-10T15:29:08.301320,s4-eth5,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:08.301320,s5-eth1,1566,1466,21,19,0,0,0,0,1000
2025-10-10T15:29:08.301320,s5-eth2,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:08.301320,s5-eth3,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:08.301320,s5-eth4,656,2306,8,31,0,0,0,0,1000
2025-10-10T15:29:08.301320,s5-eth5,656,1896,8,26,0,0,0,0,1000
2025-10-10T15:29:09.445357,s1-eth1,866,2376,11,32,0,0,0,0,1000
2025-10-10T15:29:09.445357,s1-eth2,936,2236,12,30,0,0,0,0,1000
2025-10-10T15:29:09.445357,s1-eth3,1006,2166,13,29,0,0,0,0,1000
2025-10-10T15:29:09.445357,s1-eth4,1466,1636,19,22,0,0,0,0,1000
2025-10-10T15:29:09.445357,s2-eth1,2376,866,32,11,0,0,0,0,1000
2025-10-10T15:29:09.445357,s2-eth2,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:09.445357,s2-eth3,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:09.445357,s2-eth4,726,2446,9,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s2-eth5,726,2516,9,34,0,0,0,0,1000
2025-10-10T15:29:09.445357,s3-eth1,2236,936,30,12,0,0,0,0,1000
2025-10-10T15:29:09.445357,s3-eth2,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s3-eth3,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s3-eth4,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s3-eth5,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s4-eth1,2166,1006,29,13,0,0,0,0,1000
2025-10-10T15:29:09.445357,s4-eth2,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s4-eth3,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s4-eth4,656,2446,8,33,0,0,0,0,1000
2025-10-10T15:29:09.445357,s4-eth5,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:09.445357,s5-eth1,1776,1466,24,19,0,0,0,0,1000
2025-10-10T15:29:09.445357,s5-eth2,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:09.445357,s5-eth3,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:09.445357,s5-eth4,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:09.445357,s5-eth5,656,2106,8,29,0,0,0,0,1000
2025-10-10T15:29:10.601660,s1-eth1,1006,2446,13,33,0,0,0,0,1000
2025-10-10T15:29:10.601660,s1-eth2,936,2376,12,32,0,0,0,0,1000
2025-10-10T15:29:10.601660,s1-eth3,1006,2306,13,31,0,0,0,0,1000
2025-10-10T15:29:10.601660,s1-eth4,1466,1776,19,24,0,0,0,0,1000
2025-10-10T15:29:10.601660,s2-eth1,2446,1006,33,13,0,0,0,0,1000
2025-10-10T15:29:10.601660,s2-eth2,726,2726,9,37,0,0,0,0,1000
2025-10-10T15:29:10.601660,s2-eth3,726,2726,9,37,0,0,0,0,1000
2025-10-10T15:29:10.601660,s2-eth4,726,2726,9,37,0,0,0,0,1000
2025-10-10T15:29:10.601660,s2-eth5,726,2726,9,37,0,0,0,0,1000
2025-10-10T15:29:10.601660,s3-eth1,2376,936,32,12,0,0,0,0,1000
2025-10-10T15:29:10.601660,s3-eth2,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:10.601660,s3-eth3,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:10.601660,s3-eth4,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:10.601660,s3-eth5,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:10.601660,s4-eth1,2306,1006,31,13,0,0,0,0,1000
2025-10-10T15:29:10.601660,s4-eth2,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:10.601660,s4-eth3,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:10.601660,s4-eth4,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:10.601660,s4-eth5,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:10.601660,s5-eth1,1776,1466,24,19,0,0,0,0,1000
2025-10-10T15:29:10.601660,s5-eth2,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:10.601660,s5-eth3,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:10.601660,s5-eth4,656,2516,8,34,0,0,0,0,1000
2025-10-10T15:29:10.601660,s5-eth5,656,2106,8,29,0,0,0,0,1000
2025-10-10T15:29:11.749385,s1-eth1,1006,2516,13,34,0,0,0,0,1000
2025-10-10T15:29:11.749385,s1-eth2,1006,2376,13,32,0,0,0,0,1000
2025-10-10T15:29:11.749385,s1-eth3,1006,2376,13,32,0,0,0,0,1000
2025-10-10T15:29:11.749385,s1-eth4,1466,1846,19,25,0,0,0,0,1000
2025-10-10T15:29:11.749385,s2-eth1,2516,1006,34,13,0,0,0,0,1000
2025-10-10T15:29:11.749385,s2-eth2,726,2796,9,38,0,0,0,0,1000
2025-10-10T15:29:11.749385,s2-eth3,726,2796,9,38,0,0,0,0,1000
2025-10-10T15:29:11.749385,s2-eth4,726,2796,9,38,0,0,0,0,1000
2025-10-10T15:29:11.749385,s2-eth5,726,2796,9,38,0,0,0,0,1000
2025-10-10T15:29:11.749385,s3-eth1,2376,1006,32,13,0,0,0,0,1000
2025-10-10T15:29:11.749385,s3-eth2,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:11.749385,s3-eth3,656,2656,8,36,0,0,0,0,1000
2025-10-10T15:29:11.749385,s3-eth4,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:11.749385,s3-eth5,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:11.749385,s4-eth1,2446,1006,33,13,0,0,0,0,1000
2025-10-10T15:29:11.749385,s4-eth2,656,2726,8,37,0,0,0,0,1000
2025-10-10T15:29:11.749385,s4-eth3,656,2726,8,37,0,0,0,0,1000
2025-10-10T15:29:11.749385,s4-eth4,656,2726,8,37,0,0,0,0,1000
2025-10-10T15:29:11.749385,s4-eth5,656,2656,8,36,0,0,0,0,1000
2025-10-10T15:29:11.749385,s5-eth1,1846,1466,25,19,0,0,0,0,1000
2025-10-10T15:29:11.749385,s5-eth2,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:11.749385,s5-eth3,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:11.749385,s5-eth4,656,2586,8,35,0,0,0,0,1000
2025-10-10T15:29:11.749385,s5-eth5,656,2176,8,30,0,0,0,0,1000
2025-10-10T15:29:12.905642,s1-eth1,1006,2586,13,35,0,0,0,0,1000
2025-10-10T15:29:12.905642,s1-eth2,1076,2376,14,32,0,0,0,0,1000
2025-10-10T15:29:12.905642,s1-eth3,1006,2516,13,34,0,0,0,0,1000
2025-10-10T15:29:12.905642,s1-eth4,1466,1916,19,26,0,0,0,0,1000
2025-10-10T15:29:12.905642,s2-eth1,2586,1006,35,13,0,0,0,0,1000
2025-10-10T15:29:12.905642,s2-eth2,726,2866,9,39,0,0,0,0,1000
2025-10-10T15:29:12.905642,s2-eth3,726,2866,9,39,0,0,0,0,1000
2025-10-10T15:29:12.905642,s2-eth4,726,2866,9,39,0,0,0,0,1000
2025-10-10T15:29:12.905642,s2-eth5,726,2866,9,39,0,0,0,0,1000
2025-10-10T15:29:12.905642,s3-eth1,2376,1076,32,14,0,0,0,0,1000
2025-10-10T15:29:12.905642,s3-eth2,656,2656,8,36,0,0,0,0,1000
2025-10-10T15:29:12.905642,s3-eth3,656,2726,8,37,0,0,0,0,1000
2025-10-10T15:29:12.905642,s3-eth4,656,2656,8,36,0,0,0,0,1000
2025-10-10T15:29:12.905642,s3-eth5,726,2586,9,35,0,0,0,0,1000
2025-10-10T15:29:12.905642,s4-eth1,2516,1006,34,13,0,0,0,0,1000
2025-10-10T15:29:12.905642,s4-eth2,656,2796,8,38,0,0,0,0,1000
2025-10-10T15:29:12.905642,s4-eth3,656,2796,8,38,0,0,0,0,1000
2025-10-10T15:29:12.905642,s4-eth4,656,2796,8,38,0,0,0,0,1000
2025-10-10T15:29:12.905642,s4-eth5,656,2726,8,37,0,0,0,0,1000
2025-10-10T15:29:12.905642,s5-eth1,1916,1466,26,19,0,0,0,0,1000
2025-10-10T15:29:12.905642,s5-eth2,656,2656,8,36,0,0,0,0,1000
2025-10-10T15:29:12.905642,s5-eth3,656,2656,8,36,0,0,0,0,1000
2025-10-10T15:29:12.905642,s5-eth4,656,2656,8,36,0,0,0,0,1000
2025-10-10T15:29:12.905642,s5-eth5,656,2246,8,31,0,0,0,0,1000
2025-10-10T15:29:13.984939,s1-eth1,1006,2726,13,37,0,0,0,0,1000
2025-10-10T15:29:13.984939,s1-eth2,1216,2446,16,33,0,0,0,0,1000
2025-10-10T15:29:13.984939,s1-eth3,1006,2656,13,36,0,0,0,0,1000
2025-10-10T15:29:13.984939,s1-eth4,1466,2056,19,28,0,0,0,0,1000
2025-10-10T15:29:13.984939,s2-eth1,2726,1006,37,13,0,0,0,0,1000
2025-10-10T15:29:13.984939,s2-eth2,726,3006,9,41,0,0,0,0,1000
2025-10-10T15:29:13.984939,s2-eth3,726,3006,9,41,0,0,0,0,1000
2025-10-10T15:29:13.984939,s2-eth4,726,3006,9,41,0,0,0,0,1000
2025-10-10T15:29:13.984939,s2-eth5,726,3006,9,41,0,0,0,0,1000
2025-10-10T15:29:13.984939,s3-eth1,2446,1216,33,16,0,0,0,0,1000
2025-10-10T15:29:13.984939,s3-eth2,726,2866,9,39,0,0,0,0,1000
2025-10-10T15:29:13.984939,s3-eth3,656,2936,8,40,0,0,0,0,1000
2025-10-10T15:29:13.984939,s3-eth4,726,2866,9,39,0,0,0,0,1000
2025-10-10T15:29:13.984939,s3-eth5,726,2866,9,39,0,0,0,0,1000
2025-10-10T15:29:13.984939,s4-eth1,2656,1006,36,13,0,0,0,0,1000
2025-10-10T15:29:13.984939,s4-eth2,656,2936,8,40,0,0,0,0,1000
2025-10-10T15:29:13.984939,s4-eth3,656,2936,8,40,0,0,0,0,1000
2025-10-10T15:29:13.984939,s4-eth4,656,2936,8,40,0,0,0,0,1000
2025-10-10T15:29:13.984939,s4-eth5,656,2866,8,39,0,0,0,0,1000
2025-10-10T15:29:13.984939,s5-eth1,2056,1466,28,19,0,0,0,0,1000
2025-10-10T15:29:13.984939,s5-eth2,656,2796,8,38,0,0,0,0,1000
2025-10-10T15:29:13.984939,s5-eth3,656,2796,8,38,0,0,0,0,1000
2025-10-10T15:29:13.984939,s5-eth4,656,2796,8,38,0,0,0,0,1000
2025-10-10T15:29:13.984939,s5-eth5,656,2386,8,33,0,0,0,0,1000
2025-10-10T15:29:15.212131,s1-eth1,1006,2796,13,38,0,0,0,0,1000
2025-10-10T15:29:15.212131,s1-eth2,1216,2516,16,34,0,0,0,0,1000
2025-10-10T15:29:15.212131,s1-eth3,1076,2656,14,36,0,0,0,0,1000
2025-10-10T15:29:15.212131,s1-eth4,1466,2126,19,29,0,0,0,0,1000
2025-10-10T15:29:15.212131,s2-eth1,2796,1006,38,13,0,0,0,0,1000
2025-10-10T15:29:15.212131,s2-eth2,726,3076,9,42,0,0,0,0,1000
2025-10-10T15:29:15.212131,s2-eth3,726,3076,9,42,0,0,0,0,1000
2025-10-10T15:29:15.212131,s2-eth4,726,3076,9,42,0,0,0,0,1000
