target,mode,rmse_global,rmse_nonSensor,queue_global_rmse,queue_idle_rmse,queue_busy_rmse,queue_idle_fp,queue_idle_mean,thr_global_rmse,thr_idle_rmse,thr_busy_rmse,thr_idle_fp,thr_idle_mean,delay_global_rmse,delay_idle_rmse,delay_busy_rmse,delay_idle_fp,delay_idle_mean
queue_pkts,lead1,10.16669378995206,0.0,10.16669378995206,1.5481544318099243,39.26654169011434,0.0006949270326615,0.0607754588127136,,,,,,,,,,
throughput_Mbps,lead1,0.8485454436768746,0.001941485196243,,,,,,0.8485454436768746,0.025105340358176,1.6262602515441056,0.0026761819803746,0.002852470614016,,,,,
utilization,lead1,0.2458567340822817,4.15953882488177e-06,,,,,,,,,,,,,,,
qdelay_ms,lead1,50.985292522233166,51.70773487279137,,,,,,,,,,,50.985292522233166,93.9620081890662,39.51295439920443,1.0,34.622154235839844
