timestamp,rtt_ms
2026-02-10 18:55:09.518836480+00:00,31.7
2026-02-10 18:55:09.718836480+00:00,27.6
2026-02-10 18:55:09.918836480+00:00,33.8
2026-02-10 18:55:10.118836480+00:00,29.8
2026-02-10 18:55:10.318836480+00:00,30.0
2026-02-10 18:55:10.518836480+00:00,28.2
2026-02-10 18:55:10.718836480+00:00,36.6
2026-02-10 18:55:10.918836480+00:00,31.8
2026-02-10 18:55:11.118836480+00:00,38.9
2026-02-10 18:55:11.318836480+00:00,29.1
2026-02-10 18:55:11.518836480+00:00,34.5
2026-02-10 18:55:11.718836480+00:00,29.0
2026-02-10 18:55:11.918836480+00:00,35.5
2026-02-10 18:55:12.118836480+00:00,30.1
2026-02-10 18:55:12.318836480+00:00,28.9
2026-02-10 18:55:12.518836480+00:00,30.2
2026-02-10 18:55:12.718836480+00:00,28.5
2026-02-10 18:55:12.918836480+00:00,31.4
2026-02-10 18:55:13.118836480+00:00,32.0
2026-02-10 18:55:13.318836480+00:00,33.4
2026-02-10 18:55:13.518836480+00:00,34.4
2026-02-10 18:55:13.718836480+00:00,46.5
2026-02-10 18:55:13.918836480+00:00,32.1
2026-02-10 18:55:14.118836480+00:00,31.1
2026-02-10 18:55:14.318836480+00:00,31.4
2026-02-10 18:55:14.518836480+00:00,36.7
2026-02-10 18:55:14.718836480+00:00,27.8
2026-02-10 18:55:14.918836480+00:00,40.0
2026-02-10 18:55:15.118836480+00:00,32.9
2026-02-10 18:55:15.318836480+00:00,30.0
2026-02-10 18:55:15.518836480+00:00,27.6
2026-02-10 18:55:15.718836480+00:00,33.7
2026-02-10 18:55:15.918836480+00:00,30.9
2026-02-10 18:55:16.118836480+00:00,33.0
2026-02-10 18:55:16.318836480+00:00,30.7
2026-02-10 18:55:16.518836480+00:00,42.0
2026-02-10 18:55:16.718836480+00:00,31.6
2026-02-10 18:55:16.918836480+00:00,39.6
2026-02-10 18:55:17.118836480+00:00,30.6
2026-02-10 18:55:17.318836480+00:00,31.3
2026-02-10 18:55:17.518836480+00:00,34.9
2026-02-10 18:55:17.718836480+00:00,32.2
2026-02-10 18:55:17.918836480+00:00,30.7
2026-02-10 18:55:18.118836480+00:00,40.9
2026-02-10 18:55:18.318836480+00:00,30.6
2026-02-10 18:55:18.518836480+00:00,32.6
2026-02-10 18:55:18.718836480+00:00,34.4
2026-02-10 18:55:18.918836480+00:00,32.3
2026-02-10 18:55:19.118836480+00:00,33.6
2026-02-10 18:55:19.318836480+00:00,28.3
2026-02-10 18:55:19.518836480+00:00,31.0
2026-02-10 18:55:19.718836480+00:00,31.0
2026-02-10 18:55:19.918836480+00:00,160.0
2026-02-10 18:55:20.118836480+00:00,167.0
2026-02-10 18:55:20.318836480+00:00,83.0
2026-02-10 18:55:20.518836480+00:00,50.1
2026-02-10 18:55:20.718836480+00:00,39.4
2026-02-10 18:55:20.918836480+00:00,26.7
2026-02-10 18:55:21.118836480+00:00,36.7
2026-02-10 18:55:21.318836480+00:00,31.0
2026-02-10 18:55:21.518836480+00:00,31.5
2026-02-10 18:55:21.718836480+00:00,27.9
2026-02-10 18:55:21.918836480+00:00,48.7
2026-02-10 18:55:22.118836480+00:00,43.9
2026-02-10 18:55:22.318836480+00:00,32.7
2026-02-10 18:55:22.518836480+00:00,29.0
2026-02-10 18:55:22.718836480+00:00,27.3
2026-02-10 18:55:22.918836480+00:00,34.1
2026-02-10 18:55:23.118836480+00:00,44.7
2026-02-10 18:55:23.318836480+00:00,39.3
2026-02-10 18:55:23.518836480+00:00,32.9
2026-02-10 18:55:23.718836480+00:00,39.7
2026-02-10 18:55:23.918836480+00:00,32.7
2026-02-10 18:55:24.118836480+00:00,29.8
2026-02-10 18:55:24.318836480+00:00,36.3
2026-02-10 18:55:24.518836480+00:00,27.9
2026-02-10 18:55:24.718836480+00:00,29.2
2026-02-10 18:55:24.918836480+00:00,34.1
2026-02-10 18:55:25.118836480+00:00,37.8
2026-02-10 18:55:25.318836480+00:00,29.8
2026-02-10 18:55:25.518836480+00:00,31.6
2026-02-10 18:55:25.718836480+00:00,36.5
2026-02-10 18:55:25.918836480+00:00,34.1
2026-02-10 18:55:26.118836480+00:00,38.1
2026-02-10 18:55:26.318836480+00:00,35.6
2026-02-10 18:55:26.518836480+00:00,36.1
2026-02-10 18:55:26.718836480+00:00,31.0
2026-02-10 18:55:26.918836480+00:00,37.7
