method,global_RMSE,idle_RMSE,busy_RMSE,idle_FP_rate,idle_mean_pred,n_idle,n_busy
Zero,104.26492040170378,0.9058383372712627,396.253746664977,0.0,0.0,1694,126
Copy sensor_backlog,0.02344036282402186,0.024296476537504174,2.9407474110700425e-05,0.0,0.06434474559995614,1694,126
AR1_next feature,4.847252067813522,0.09867800960223864,18.418838845838895,0.0,0.04883520577846198,1694,126
