timestamp,iface,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped,backlog_bytes,backlog_pkts
2025-12-23T12:03:00.271314+00:00,s1-eth1,516,516,6,6,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s1-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s1-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s1-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s1-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s2-eth1,516,516,6,6,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s2-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s2-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s2-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.271314+00:00,s2-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s1-eth1,516,516,6,6,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s1-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s1-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s1-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s1-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s2-eth1,516,516,6,6,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s2-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s2-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s2-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.479140+00:00,s2-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s1-eth1,516,586,6,7,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s1-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s1-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s1-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s1-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s2-eth1,586,516,7,6,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s2-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s2-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s2-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.678536+00:00,s2-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s1-eth1,586,586,7,7,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s1-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s1-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s1-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s1-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s2-eth1,586,586,7,7,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s2-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s2-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s2-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:00.872315+00:00,s2-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s1-eth1,586,586,7,7,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s1-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s1-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s1-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s1-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s2-eth1,586,586,7,7,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s2-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s2-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s2-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.072540+00:00,s2-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s1-eth1,586,586,7,7,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s1-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s1-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s1-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s1-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s2-eth1,586,586,7,7,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s2-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s2-eth3,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s2-eth4,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.278451+00:00,s2-eth5,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.477180+00:00,s1-eth1,586,586,7,7,0,0,0,0
2025-12-23T12:03:01.477180+00:00,s1-eth2,0,0,0,0,0,0,0,0
2025-12-23T12:03:01.477180+00:00,s1-eth3,0,0,0,0,0,0,0,0
